;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N° de facture;N° de Relevé Détaillé;Date de facturation;Code filiale;N° client bénéficiaire;RS client bénéficiaire;Division de Parc (code);Division de Parc (libellé);N° de support;Rang;Libellé estampé (immat./nom);Mention complémentaire;Code émetteur;Type de véhicule (libellé);Date de la transaction;Heure de la transaction;Code produit (libellé);Quantité;Montant TTC remise/maj incl.;Montant HTVA remise/maj incl.;Montant TVA remise/maj incl.;Contre-valeur TTC remise/maj incl.;Contre-valeur HTVA remise/maj incl.;Contre-valeur TVA remise/maj incl.;Taux de TVA;Code pays de facturation (libellé);Prix de facturation (unitaire TTC);Code devise du pays de la transaction;Montant forfaitaire de remise;Code et nom de la station;Kilométrage saisi;Référence;Info. additionnelle (message client);Code conducteur;Nom du conducteur
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0202;0;BE545EP;PMT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;GESTION +;1,00;3,29;2,75;0,54;3,29;2,75;0,54;19,60;;3,29;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0130;2;CG335TY;CLLE - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;12:16;Gazole Excellium;46,97;66,48;55,59;10,89;66,48;55,59;10,89;19,60;FRANCE;1,46;EUR;-2,12;TFLFW RELAIS ST BENOIT;21975,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0117;2;CE769QE;CHT- VU -02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;0,89;0,74;0,15;0,89;0,74;0,15;19,60;;0,89;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0162;3;CN425GW;MACN - VU - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;10:27;Parking;1,00;1,80;1,51;0,29;1,80;1,51;0,29;19,60;FRANCE;1,80;EUR;0,00;J4250AU042 Saint Etienne;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0006;0;CB764FQ;MMT - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;19:21;Péage TVA;1,00;5,20;4,35;0,85;5,20;4,35;0,85;19,60;FRANCE;5,20;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0186;0;BZ851LF;LJO VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;10:06;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;ER25009400 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0113;2;CA575XP;JPS - VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;17:48;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;ER25009400 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0088;3;BB726KV;YCL - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;18:32;Péage TVA;1,00;2,10;1,76;0,34;2,10;1,76;0,34;19,60;FRANCE;2,10;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0004;0;BQ 989 CN;JVA - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;17:11;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0176;0;AQ223TR-VU;DRL - VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;15:28;Parking;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;E6250AI690 VILLEURBAN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0138;2;BR116XL;CSS - VP -04ZZZNADM;701001;03-VEHICULE DE TOURISME;24/04/2013;07:38;Péage TVA;1,00;11,00;9,20;1,80;11,00;9,20;1,80;19,60;FRANCE;11,00;EUR;0,00;EA25003008 CHAMBERY N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0141;2;BJ172EF;CSA - VU - ZZZZZTLIV;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;07:49;Gazole Excellium;56,67;77,09;64,46;12,63;77,09;64,46;12,63;19,60;FRANCE;1,44;EUR;-4,53;TFHLZ RELAIS LA BAYANNE;131434,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0193;0;BX293VW;LDE-VP-ZZZZZTDIS;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;08:08;Péage TVA;1,00;3,20;2,68;0,52;3,20;2,68;0,52;19,60;FRANCE;3,20;EUR;0,00;EF25004202 CHANAS;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0208;0;CS677SA;SBH - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;SERVICE +;1,00;1,10;0,92;0,18;1,10;0,92;0,18;19,60;;1,10;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;07:55;Péage TVA;1,00;0,50;0,42;0,08;0,50;0,42;0,08;19,60;FRANCE;0,50;EUR;0,00;ER25009400 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0113;2;CA575XP;JPS - VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;18:43;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;ER25009400 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0035;0;CC496EV;EVL - VU - 04ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;08:27;Gazole Excellium;30,14;42,06;35,17;6,89;42,06;35,17;6,89;19,60;FRANCE;1,44;EUR;-1,35;TFIBI ANGELLOZ NICOUD JEAN-LUC;31692,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0156;2;CL955KQ;CCY - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;23/04/2013;13:37;Gazole Excellium;47,64;66,47;55,58;10,89;66,47;55,58;10,89;19,60;FRANCE;1,44;EUR;-2,15;TFLTU RELAIS ST ETIENNE MASSENET;17280,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0197;0;BC652GB;GLX - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;08:09;Gazole Premier;44,95;60,92;50,94;9,98;60,92;50,94;9,98;19,60;FRANCE;1,40;EUR;-2,03;TFDNP RELAIS VALENCE DAME BLANCHE;91448,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0011;0;CC034GR;JMB - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;17:53;Péage TVA;1,00;8,80;7,36;1,44;8,80;7,36;1,44;19,60;FRANCE;8,80;EUR;0,00;EA25003091 CHATUZANGE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0167;1;BW452GT;CCR- VU -02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;0,61;0,51;0,10;0,61;0,51;0,10;19,60;;0,61;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0133;2;CG076TY;JMT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;15:44;Gazole Excellium;53,70;75,47;63,10;12,37;75,47;63,10;12,37;19,60;FRANCE;1,45;EUR;-2,42;TFJIE RELAIS BOURG DE PEAGE;20905,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0197;0;BC652GB;GLX - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;17:02;Péage TVA;1,00;2,20;1,84;0,36;2,20;1,84;0,36;19,60;FRANCE;2,20;EUR;0,00;EE25006033 LA CIOTAT;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0072;3;BA842MS;TJN - VU - 04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;11:02;Gazole Premier;48,08;66,13;55,29;10,84;66,13;55,29;10,84;19,60;FRANCE;1,42;EUR;-2,16;TFLFS RELAIS DES ALLUEGES;52523,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0019;0;AR077XV;RPO - VU - 03ZZZSTEC;701001;04-AUTRES;24/04/2013;12:00;Péage TVA;1,00;2,80;2,34;0,46;2,80;2,34;0,46;19,60;FRANCE;2,80;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0133;2;CG076TY;JMT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;10:08;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0139;2;CG858TX;BFN - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;10:10;Péage TVA;1,00;0,90;0,75;0,15;0,90;0,75;0,15;19,60;FRANCE;0,90;EUR;0,00;EA25003002 ISLE AB O;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0161;2;BK907ZM;MPN - VU - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;12:45;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EF25004203 TAIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0167;1;BW452GT;CCR- VU -02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;17:42;Péage TVA;1,00;1,30;1,09;0,21;1,30;1,09;0,21;19,60;FRANCE;1,30;EUR;0,00;EF25004175 ST GERMAIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0121;2;CG929ML ;SRL - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;08:38;Gazole Excellium;54,24;75,68;63,28;12,40;75,68;63,28;12,40;19,60;FRANCE;1,44;EUR;-2,44;TFLPC SARL GARAGE PHEBY;33453,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0187;0;BZ939LF;DVE VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE PARKING;1,00;0,11;0,09;0,02;0,11;0,09;0,02;19,60;;0,11;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0019;0;AR077XV;RPO - VU - 03ZZZSTEC;701001;04-AUTRES;22/04/2013;10:57;Péage TVA;1,00;0,90;0,75;0,15;0,90;0,75;0,15;19,60;FRANCE;0,90;EUR;0,00;EA25003086 VOIRON;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0101;2;AT406ZE;JVD - VU - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;20:03;Péage TVA;1,00;2,50;2,09;0,41;2,50;2,09;0,41;19,60;FRANCE;2,50;EUR;0,00;EF25004202 CHANAS;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0013;0;AL 029 FA;FILIPI;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;23/04/2013;13:30;Péage TVA;1,00;0,90;0,75;0,15;0,90;0,75;0,15;19,60;FRANCE;0,90;EUR;0,00;EA25003086 VOIRON;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0166;1;CP017HN;LVA - VU - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;10:16;Péage TVA;1,00;4,50;3,76;0,74;4,50;3,76;0,74;19,60;FRANCE;4,50;EUR;0,00;EA25003093 ST MARCEL.;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0012;0;BX 398 QR;JIO - VU - 05INNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;14:44;Péage TVA;1,00;8,80;7,36;1,44;8,80;7,36;1,44;19,60;FRANCE;8,80;EUR;0,00;EA25003008 CHAMBERY N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0015;0;AB 659 TX;DCD - VU -03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;12:26;Péage TVA;1,00;0,60;0,50;0,10;0,60;0,50;0,10;19,60;FRANCE;0,60;EUR;0,00;EA25003003 ISLE AB E;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0132;2;CH226XW;FRDN - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;29/04/2013;11:56;Péage TVA;1,00;2,10;1,76;0,34;2,10;1,76;0,34;19,60;FRANCE;2,10;EUR;0,00;EF25004207 MONTELIMAR;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0209;0;BG462RK;NPT - VU - 04ZZZNADM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;19:39;Gazole Excellium;43,27;59,30;49,58;9,72;59,30;49,58;9,72;19,60;FRANCE;1,45;EUR;-3,46;TFLGQ SARL GGE PROVENT ET FILS;66125,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0128;2;CG943TX;JBA - VU - 02ZZZSTEC;701001;03-VEHICULE DE TOURISME;23/04/2013;17:43;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0140;2;CH690XV;FFY - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;19/04/2013;16:28;Péage TVA;1,00;2,70;2,26;0,44;2,70;2,26;0,44;19,60;FRANCE;2,70;EUR;0,00;EA25003085 RIVES;;;;;
;F3913519;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0187;0;BZ939LF;DVE VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;15/04/2013;17:27;Péage;1,00;2,00;2,00;0,00;2,00;2,00;0,00;;FRANCE;2,00;EUR;0,00;EL25011021 ST CLAIR E;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0116;2;BC695HA;AEI - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;13:51;Gazole Excellium;49,95;69,69;58,27;11,42;69,69;58,27;11,42;19,60;FRANCE;1,44;EUR;-2,26;TFLBB RELAIS DES LUETTES;90955,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0176;0;AQ223TR-VU;DRL - VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;11:57;Parking;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;E6250AI690 VILLEURBAN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0123;2;CG376MM ;FSZ - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE PARKING;1,00;0,08;0,07;0,01;0,08;0,07;0,01;19,60;;0,08;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0139;2;CG858TX;BFN - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;12:21;Péage TVA;1,00;2,70;2,26;0,44;2,70;2,26;0,44;19,60;FRANCE;2,70;EUR;0,00;EA25003004 BOURGOIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0004;0;BQ 989 CN;JVA - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;09:07;Lavage Progr. 4;1,00;9,10;7,61;1,49;9,10;7,61;1,49;19,60;FRANCE;9,10;EUR;0,00;TFLCG RELAIS DE LA ROIZE;0,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0023;0;BT019DV;YBY - VP - 04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;11:39;Gazole Excellium;31,24;43,59;36,45;7,14;43,59;36,45;7,14;19,60;FRANCE;1,44;EUR;-1,41;TFLQZ RELAIS CHAMBERY;57200,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0131;2;CH933XV;SRZ - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;23/04/2013;08:21;Gazole Excellium;55,84;77,92;65,15;12,77;77,92;65,15;12,77;19,60;FRANCE;1,44;EUR;-2,51;TFJFZ SARL C.M.S - STATION VALENCE NORD;27117,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0110;2;BZ150PV;HFY - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;08:30;Péage TVA;1,00;3,70;3,09;0,61;3,70;3,09;0,61;19,60;FRANCE;3,70;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0101;2;AT406ZE;JVD - VU - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;11:24;Péage TVA;1,00;2,50;2,09;0,41;2,50;2,09;0,41;19,60;FRANCE;2,50;EUR;0,00;EF25004203 TAIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0013;0;AL 029 FA;FILIPI;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;18:26;Péage TVA;1,00;5,80;4,85;0,95;5,80;4,85;0,95;19,60;FRANCE;5,80;EUR;0,00;EA25003026 CHIGNIN B;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0024;0;BZ 408 GF;MBD - VP - 04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;13:50;Gazole Premier;42,87;56,61;47,33;9,28;56,61;47,33;9,28;19,60;FRANCE;1,40;EUR;-3,42;TFBLL RELAIS LE BOURGET CHAMBERY;66178,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;18:30;Péage TVA;1,00;2,30;1,92;0,38;2,30;1,92;0,38;19,60;FRANCE;2,30;EUR;0,00;ER25009100 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0054;4;HORS-PARC ;NGD - VP - 02ZZZNCOM;701001;04-AUTRES;19/04/2013;11:03;Péage TVA;1,00;1,70;1,42;0,28;1,70;1,42;0,28;19,60;FRANCE;1,70;EUR;0,00;EF25004209 BOLLENE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0194;0;CR891CW;APE - VU - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;19:07;Péage TVA;1,00;6,40;5,35;1,05;6,40;5,35;1,05;19,60;FRANCE;6,40;EUR;0,00;EF25004201 VIENNE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0004;0;BQ 989 CN;JVA - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;18:13;Péage TVA;1,00;2,80;2,34;0,46;2,80;2,34;0,46;19,60;FRANCE;2,80;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0019;0;AR077XV;RPO - VU - 03ZZZSTEC;701001;04-AUTRES;19/04/2013;13:29;Péage TVA;1,00;1,10;0,92;0,18;1,10;0,92;0,18;19,60;FRANCE;1,10;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0123;2;CG376MM ;FSZ - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;08:13;Péage TVA;1,00;2,10;1,76;0,34;2,10;1,76;0,34;19,60;FRANCE;2,10;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0117;2;CE769QE;CHT- VU -02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;17:37;Péage TVA;1,00;0,70;0,59;0,11;0,70;0,59;0,11;19,60;FRANCE;0,70;EUR;0,00;EF25004204 VALENCE-N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0136;2;CH679XW;TGT - VP - 04ZZZNCOM;701001;03-VEHICULE DE TOURISME;22/04/2013;07:47;Gazole Excellium;48,94;68,29;57,10;11,19;68,29;57,10;11,19;19,60;FRANCE;1,44;EUR;-2,20;TFEGG ETS OSWIAK;31300,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0103;2;AJ349XJ;CCN - VU- 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;12:55;Péage TVA;1,00;3,70;3,09;0,61;3,70;3,09;0,61;19,60;FRANCE;3,70;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0169;1;BD567FR;PIMT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;18:36;Péage TVA;1,00;1,20;1,00;0,20;1,20;1,00;0,20;19,60;FRANCE;1,20;EUR;0,00;EF25004179 VEAUCHETTE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0140;2;CH690XV;FFY - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;1,23;1,03;0,20;1,23;1,03;0,20;19,60;;1,23;EUR;0,00;;;;;;
;F3913519;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0191;0;CE313QF;GCL VU 06ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;11:48;Péage;1,00;2,00;2,00;0,00;2,00;2,00;0,00;;FRANCE;2,00;EUR;0,00;EL25011031 RHONE EXT;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0141;2;BJ172EF;CSA - VU - ZZZZZTLIV;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;2,16;1,81;0,35;2,16;1,81;0,35;19,60;;2,16;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0148;2;BK935ZM;FRPT - VU - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;18:06;Péage TVA;1,00;1,60;1,34;0,26;1,60;1,34;0,26;19,60;FRANCE;1,60;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0115;2;CB920NT;GDR - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;16:15;Gazole Premier;30,03;41,00;34,28;6,72;41,00;34,28;6,72;19,60;FRANCE;1,41;EUR;-1,36;TFKWX SARL LACASU;47000,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0034;0;AE933GD;TPT - VP - 04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;08:21;Gazole Premier;45,54;61,73;51,61;10,12;61,73;51,61;10,12;19,60;FRANCE;1,40;EUR;-2,04;TFJKP RELAIS DE DRUMETTAZ;132500,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0012;0;BX 398 QR;JIO - VU - 05INNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;17:48;Péage TVA;1,00;6,10;5,10;1,00;6,10;5,10;1,00;19,60;FRANCE;6,10;EUR;0,00;EA25003005 TOUR PIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0161;2;BK907ZM;MPN - VU - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;17:12;Péage TVA;1,00;7,80;6,52;1,28;7,80;6,52;1,28;19,60;FRANCE;7,80;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0103;2;AJ349XJ;CCN - VU- 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;12:59;Parking;1,00;3,40;2,84;0,56;3,40;2,84;0,56;19,60;FRANCE;3,40;EUR;0,00;J4250AU026 Valence;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0186;0;BZ851LF;LJO VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;2,75;2,30;0,45;2,75;2,30;0,45;19,60;;2,75;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0184;0;BL500MV;FBA - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;08:51;Parking;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EX250ACA30 GRENOBLE;;;;;
